PlaceId,Nome,Endereco,Telefone,Website,Avaliacao,TotalAvaliacoes,FaixaPreco,Tipos,Latitude,Longitude,Horario_Semana,AbertoAgora,StatusNegocio,Regiao
ChIJIxdiJ6JbzpQRLj0kSLpjGOE,Pizza Hut,"R. Derval, 76 - Vila Mascote, São Paulo - SP, 04362-050, Brazil",+55 11 95658-7820,http://www.pizzahut.com.br/,3.7,486.0,2.0,"establishment, food, point_of_interest, restaurant",-23.6441173,-46.669387,Monday: 5:00 – 11:00 PM; Tuesday: 5:00 – 11:00 PM; Wednesday: 5:00 – 11:00 PM; Thursday: 5:00 – 11:00 PM; Friday: 5:00 – 11:00 PM; Saturday: 5:00 – 11:00 PM; Sunday: 5:00 – 11:00 PM,False,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJ0fHoijZRzpQRRHumabN1fyI,Aldeia Bar & Restaurante,"Rua das Flechas, 178 - Vila Santa Catarina, São Paulo - SP, 04364-030, Brazil",+55 11 91709-2693,https://aldeiabarerestaurante.com/,4.4,781.0,2.0,"establishment, food, point_of_interest, restaurant",-23.6474221,-46.6722603,Monday: Closed; Tuesday: 11:30 AM – 11:00 PM; Wednesday: 11:30 AM – 11:00 PM; Thursday: 11:30 AM – 11:00 PM; Friday: 11:30 AM – 12:00 AM; Saturday: 12:00 PM – 12:00 AM; Sunday: 12:00 – 8:00 PM,True,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJ8yK-koJazpQR5yhpWdKVS1U,pizzaria D'ARGENTO,"R. Palestina, 409 - Vila Mascote, São Paulo - SP, 04362-030, Brazil",+55 11 98625-9143,,4.8,25.0,,"establishment, food, point_of_interest, restaurant",-23.6444103,-46.6693683,Monday: Closed; Tuesday: 6:00 – 11:00 PM; Wednesday: 6:00 – 11:00 PM; Thursday: 6:00 – 11:00 PM; Friday: 6:00 – 11:30 PM; Saturday: 6:00 – 11:30 PM; Sunday: 6:00 – 11:00 PM,False,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJ-XtKUwBbzpQR-47D_nukB6w,Forneria Sant' Antonio Vila Mascote,"Av. Mascote, 991 - Vila Santa Catarina, São Paulo - SP, 04363-001, Brazil",+55 11 95335-5335,,4.9,81.0,,"establishment, food, point_of_interest, restaurant",-23.6465192,-46.6705158,Monday: Closed; Tuesday: Closed; Wednesday: 6:00 – 10:30 PM; Thursday: 6:00 – 10:30 PM; Friday: 6:00 – 10:30 PM; Saturday: 6:00 – 10:30 PM; Sunday: 6:00 – 10:30 PM,False,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJH6dGS5dRzpQRrxjeo5ctm_E,Mussa Esfiha - Campo Belo,"R. Dr. Abelardo Vergueiro César, 556 - Loja 3 - Vila Alexandria, São Paulo - SP, 04635-080, Brazil",+55 11 97315-7273,https://www.mussaesfiha.com.br/,5.0,2.0,,"establishment, food, meal_delivery, point_of_interest, restaurant, store",-23.6399187,-46.67235410000001,Monday: 4:00 – 10:45 PM; Tuesday: 4:00 – 10:45 PM; Wednesday: 4:00 – 10:45 PM; Thursday: 4:00 – 10:45 PM; Friday: 4:00 – 10:45 PM; Saturday: 4:00 – 10:45 PM; Sunday: 4:00 – 10:45 PM,False,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJUefMuuZRzpQRTY7lTe8vxJA,Pizza Cesar - Brooklin,"R. Dr. Abelardo Vergueiro César, 556 - Vila Alexandria, São Paulo - SP, 04635-080, Brazil",+55 11 97808-1134,http://www.pizzacesar.com.br/,3.0,129.0,2.0,"establishment, food, point_of_interest, restaurant",-23.6397902,-46.6724743,Monday: 2:00 – 11:30 PM; Tuesday: 2:00 – 11:30 PM; Wednesday: 2:00 – 11:30 PM; Thursday: 2:00 – 11:30 PM; Friday: 2:00 – 11:30 PM; Saturday: 2:00 – 11:30 PM; Sunday: 2:00 – 11:30 PM,True,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJU4HoGd9bzpQRb9rZhieW0kQ,Arabian Mix Food,"R. Derval, 111 - Vila Mascote, São Paulo - SP, 04362-050, Brazil",+55 11 94872-7758,http://www.arabianmixfood.com.br/,4.3,65.0,,"establishment, food, point_of_interest, restaurant",-23.6445601,-46.6691758,Monday: 6:00 – 11:00 PM; Tuesday: Closed; Wednesday: 6:00 – 11:00 PM; Thursday: 6:00 – 11:00 PM; Friday: 6:00 – 11:00 PM; Saturday: 6:00 – 11:00 PM; Sunday: 6:00 – 11:00 PM,False,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJeZXTFX9QzpQRZWsoDg6jWoc,Bar e Lanches Nelio Nunes,"Av. Dória, 376 - Jardim Prudência, São Paulo - SP, 04635-071, Brazil",,,3.6,5.0,1.0,"bar, establishment, food, point_of_interest, restaurant",-23.6395003,-46.6736306,"Monday: 11:00 AM – 2:00 PM, 4:30 – 6:30 PM; Tuesday: 11:00 AM – 3:30 PM; Wednesday: 11:00 AM – 3:30 PM; Thursday: 11:00 AM – 3:30 PM; Friday: 11:00 AM – 2:00 PM; Saturday: 11:00 AM – 2:00 PM; Sunday: Closed",True,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJkZY9S0xbzpQRkAKe-6VC_d8,The Start burguer's,"Av. Mascote, 1527 - Vila Mascote, São Paulo - SP, 04363-001, Brazil",+55 11 96643-8585,https://www.ifood.com.br/delivery/sao-paulo-sp/the-start-burguers-vila-alexandria/aa3fdd91-c37f-4e3c-beb6-7a1f784fed8f?utm_medium=share,4.5,31.0,,"establishment, food, point_of_interest, restaurant",-23.643077,-46.668657,Monday: 5:00 PM – 4:00 AM; Tuesday: 5:00 PM – 4:00 AM; Wednesday: 5:00 PM – 4:00 AM; Thursday: 5:00 PM – 4:00 AM; Friday: 5:00 PM – 5:00 AM; Saturday: 5:00 PM – 5:00 AM; Sunday: 5:00 PM – 4:00 AM,False,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJRzGXGgBRzpQRedpsoEqQICo,Casa Restaurant,"R. Palacete das Águias, 124 - Vila Alexandria, São Paulo - SP, 04635-020, Brazil",+55 11 96927-3227,https://linktr.ee/casabarerestaurante,4.6,29.0,,"establishment, food, point_of_interest, restaurant",-23.639478,-46.6716546,Monday: 11:30 AM – 4:00 PM; Tuesday: 11:30 AM – 4:00 PM; Wednesday: 11:30 AM – 4:00 PM; Thursday: 11:30 AM – 4:00 PM; Friday: 11:30 AM – 4:00 PM; Saturday: 11:30 AM – 4:00 PM; Sunday: 11:30 AM – 4:00 PM,True,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJD1jeK8FbzpQR9kWMC87T2Sk,Inazuma Vila Mascote,"Av. Mascote, 905 - Vila Mascote, São Paulo - SP, 04363-001, Brazil",+55 11 5565-0545,http://linklist.bio/inazumavilamascote,4.0,514.0,2.0,"establishment, food, point_of_interest, restaurant",-23.6472639,-46.6702229,"Monday: 12:00 – 3:00 PM, 6:00 – 11:00 PM; Tuesday: 12:00 – 3:00 PM, 6:00 – 11:00 PM; Wednesday: 12:00 – 3:00 PM, 6:00 – 11:00 PM; Thursday: 12:00 – 3:00 PM, 6:00 – 11:00 PM; Friday: 12:00 – 3:00 PM, 6:00 PM – 12:00 AM; Saturday: 12:00 PM – 12:00 AM; Sunday: 12:00 – 11:00 PM",True,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJlYZ57H1QzpQRbcs62v_HdrY,Comer Bem,"Av. Professor Vicente Ráo, 1865 - Santo Amaro, São Paulo - SP, 04636-002, Brazil",,,,,,"establishment, food, point_of_interest, restaurant",-23.6398444,-46.6763892,,,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJ30sTujFXzpQROxLUDot1-LM,Uná Alimentos,"Rua Apinajés, 1712 - Sumaré, São Paulo - SP, 01258-001, Brazil",+55 11 93336-5974,http://www.unaalimentos.com.br/,4.5,8.0,,"establishment, food, point_of_interest, restaurant",-23.6397592,-46.67641589999999,Monday: 8:00 AM – 4:00 PM; Tuesday: 8:00 AM – 4:00 PM; Wednesday: 8:00 AM – 4:00 PM; Thursday: 8:00 AM – 4:00 PM; Friday: 8:00 AM – 4:00 PM; Saturday: Closed; Sunday: Closed,True,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJR9M8taJbzpQRwAH6LcSFiWk,Hakka Sushi Vila Mascote,"R. Palestina, 286 - Vila Mascote, São Paulo - SP, 04362-030, Brazil",+55 11 2362-7309,https://www.hakkasushi.com.br/,4.6,14.0,,"establishment, food, point_of_interest, restaurant",-23.6438151,-46.6683063,"Monday: 11:30 AM – 3:00 PM, 6:00 – 10:30 PM; Tuesday: 11:30 AM – 3:00 PM, 6:00 – 10:30 PM; Wednesday: 11:30 AM – 3:00 PM, 6:00 – 10:30 PM; Thursday: 11:30 AM – 3:00 PM, 6:00 – 10:30 PM; Friday: 11:30 AM – 3:00 PM, 6:00 – 10:30 PM; Saturday: 12:00 – 4:00 PM, 6:00 – 10:30 PM; Sunday: 12:00 – 4:00 PM, 6:00 – 10:30 PM",True,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJYyGbHXlQzpQRjfbnqHhp2_g,Posto Petrobras,"Av. Washington Luís, 4552 - Vila Alexandria, São Paulo - SP, 04626-000, Brazil",+55 11 5031-1517,https://www.postospetrobras.com.br/?utm_source=gmb&utm_medium=search,4.2,507.0,,"car_repair, car_wash, convenience_store, establishment, food, gas_station, point_of_interest, restaurant, store",-23.6389419,-46.6725428,Monday: 7:00 AM – 10:00 PM; Tuesday: 7:00 AM – 10:00 PM; Wednesday: 7:00 AM – 10:00 PM; Thursday: 7:00 AM – 10:00 PM; Friday: 7:00 AM – 10:00 PM; Saturday: 7:00 AM – 10:00 PM; Sunday: 7:00 AM – 10:00 PM,True,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJ524IfoVQzpQRgMqDteMszBQ,McDonald's,"Av. Professor Vicente Ráo, 1001 - Jardim Petropolis, São Paulo - SP, 04632-001, Brazil",+55 800 888 1955,https://www.mcdonalds.com.br/?utm_source=[gmb]&utm_medium=[website][RAO]&utm_campaign=[youmap][digital],3.9,4049.0,2.0,"establishment, food, point_of_interest, restaurant",-23.6328592,-46.6798915,Monday: 9:00 AM – 11:00 PM; Tuesday: 9:00 AM – 11:00 PM; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: 9:00 AM – 11:00 PM,True,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJlVaV2nhazpQRuPdEMmCajSM,Tchê Café,"Av. Washington Luís, 5628 - Jardim Aeroporto, São Paulo - SP, 04626-001, Brazil",+55 11 5034-4135,https://www.tchecafe.com.br/,4.5,1553.0,2.0,"bar, establishment, food, point_of_interest, restaurant",-23.630845,-46.66854010000001,Monday: Closed; Tuesday: Closed; Wednesday: 6:00 PM – 12:00 AM; Thursday: 6:00 PM – 12:00 AM; Friday: 6:00 PM – 1:00 AM; Saturday: 1:00 PM – 1:00 AM; Sunday: 1:00 – 11:00 PM,False,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJdUujmH9QzpQRGmf9vUDwOX0,Lanchonete Kaiky,"Av. Washington Luís, 4665 - Brooklin, São Paulo - SP, 04627-002, Brazil",+55 11 5093-6641,https://instagram.com/lanchonetekaiky?utm_medium=copy_link,4.6,80.0,,"establishment, food, meal_takeaway, point_of_interest, restaurant",-23.63792,-46.6720644,Monday: 6:00 AM – 8:00 PM; Tuesday: 6:00 AM – 8:00 PM; Wednesday: 6:00 AM – 8:00 PM; Thursday: 6:00 AM – 8:00 PM; Friday: 6:00 AM – 8:00 PM; Saturday: 6:00 AM – 7:00 PM; Sunday: Closed,True,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJYU0UwV9bzpQRjOsyLZKA8To,Danshi,"Av. Santa Catarina, 54 - Vila Alexandria, São Paulo - SP, 04635-000, Brazil",+55 11 95339-2873,,5.0,2.0,,"establishment, food, point_of_interest, restaurant",-23.6380563,-46.6712565,,,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJy8q3yX9QzpQRkgqahizCgU8,Pizzaria Tartarugas Ninjas,"Av. Washington Luís, 4792 - Jardim Aeroporto, São Paulo - SP, 04626-000, Brazil",+55 11 5031-7176,https://pizzariatartarugasninjas.menudino.com/,4.6,107.0,2.0,"establishment, food, point_of_interest, restaurant",-23.6374396,-46.6711524,Monday: Closed; Tuesday: 6:00 – 11:00 PM; Wednesday: 6:00 – 11:00 PM; Thursday: 6:00 – 11:00 PM; Friday: 6:00 PM – 12:00 AM; Saturday: 6:00 PM – 12:00 AM; Sunday: 6:00 – 11:00 PM,False,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJjby-Z_RRzpQRPf_rme8jaIY,Shinsei,"Rua Walter Fontana, 1 - Vila Alexandria, São Paulo - SP, 04634-045, Brazil",+55 11 5031-7066,,4.8,279.0,2.0,"establishment, food, point_of_interest, restaurant",-23.6378986,-46.670977,"Monday: Closed; Tuesday: 11:45 AM – 3:00 PM; Wednesday: 11:45 AM – 3:00 PM; Thursday: 11:45 AM – 3:00 PM; Friday: 11:45 AM – 3:00 PM, 6:30 – 9:00 PM; Saturday: 11:45 AM – 3:00 PM, 6:30 – 9:00 PM; Sunday: 11:45 AM – 3:00 PM",True,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJkzDdHoBazpQRwp8fqA__Lsw,Lanchonete Café Estrela,"R. Dr. Abelardo Vergueiro César, 324 - Vila Alexandria, São Paulo - SP, 04635-080, Brazil",+55 11 5031-7908,,4.4,208.0,,"establishment, food, point_of_interest, restaurant",-23.6382531,-46.6708364,Monday: 6:00 AM – 4:00 PM; Tuesday: 6:00 AM – 4:00 PM; Wednesday: 6:00 AM – 4:00 PM; Thursday: 6:00 AM – 4:00 PM; Friday: 6:00 AM – 4:00 PM; Saturday: 6:00 AM – 4:00 PM; Sunday: Closed,True,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJ9X6OB_9RzpQRduGQEzOmeAw,Restaurante Sabor da Raiz Ltda,"R. Dr. Abelardo Vergueiro César, 302 - Vila Alexandria, São Paulo - SP, 04635-080, Brazil",+55 11 94740-0700,,4.5,11.0,,"establishment, food, point_of_interest, restaurant",-23.6381565,-46.6706944,Monday: 10:00 AM – 4:00 PM; Tuesday: 10:00 AM – 4:00 PM; Wednesday: 10:00 AM – 4:00 PM; Thursday: 10:00 AM – 4:00 PM; Friday: 10:00 AM – 4:00 PM; Saturday: 10:00 AM – 4:00 PM; Sunday: Closed,True,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJMwa4E8xbzpQRMLQ4iA26UAw,K100 Restaurante V. Mascote,"Av. Santa Catarina, 213 - Vila Alexandria, São Paulo - SP, 04635-000, Brazil",+55 11 94991-6779,https://restaurantek100vilamascote.deeliv.app/,4.8,17.0,,"establishment, food, point_of_interest, restaurant",-23.6387643,-46.6698079,Monday: 11:00 AM – 4:00 PM; Tuesday: 11:00 AM – 4:00 PM; Wednesday: 11:00 AM – 4:00 PM; Thursday: 11:00 AM – 4:00 PM; Friday: 11:00 AM – 10:00 PM; Saturday: 11:00 AM – 10:00 PM; Sunday: Closed,True,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJO8cuM4BazpQRSblkj4GuaX8,Bar & Lanches Andrade,"Av. Santa Catarina, 236 - Vila Alexandria, São Paulo - SP, 04635-001, Brazil",+55 11 5031-9794,,4.8,5.0,,"bar, establishment, food, meal_takeaway, point_of_interest, restaurant",-23.6391291,-46.6698505,Monday: 11:30 AM – 3:00 AM; Tuesday: 11:30 AM – 3:00 PM; Wednesday: 11:30 AM – 3:00 PM; Thursday: 11:30 AM – 3:00 PM; Friday: 11:30 AM – 3:00 PM; Saturday: 11:30 AM – 3:00 PM; Sunday: Closed,True,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJ2VHD2YNazpQR1CgU0Kp9zKA,Bar e Lanchonete Oliveira,"Av. Santa Catarina, 236 - Vila Alexandria, São Paulo - SP, 04635-000, Brazil",+55 11 5031-9794,,4.3,128.0,1.0,"bar, establishment, food, meal_takeaway, point_of_interest, restaurant",-23.6391293,-46.6698453,Monday: 7:00 AM – 3:00 PM; Tuesday: 7:00 AM – 3:00 PM; Wednesday: 7:00 AM – 3:00 PM; Thursday: 7:00 AM – 3:00 PM; Friday: 7:00 AM – 3:00 PM; Saturday: 7:00 AM – 5:00 PM; Sunday: Closed,True,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJceRM1klbzpQR8NzTNbDKsSc,Donatello Pizzaria,"R. Dr. Abelardo Vergueiro César, 126 - Vila Alexandria, São Paulo - SP, 04635-080, Brazil",+55 11 5031-6244,,4.3,6.0,,"establishment, food, point_of_interest, restaurant",-23.63696,-46.6695721,Monday: 6:00 – 11:30 PM; Tuesday: 6:00 – 11:30 PM; Wednesday: 6:00 – 11:30 PM; Thursday: 6:00 – 11:30 PM; Friday: 6:00 PM – 12:00 AM; Saturday: 6:00 PM – 12:00 AM; Sunday: 6:00 – 11:30 PM,False,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJ20B3xIxbzpQR7hWy_zCdvPw,Posto Ipiranga,"Av. Washington Luís, 5031 - Santo Amaro, São Paulo - SP, 04627-002, Brazil",,https://portal.ipiranga/wps/portal/pt-br/ipiranga/inicio,1.0,1.0,,"car_repair, car_wash, convenience_store, establishment, food, gas_station, point_of_interest, restaurant, store",-23.635438,-46.669883,,,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJFUZ_c4BazpQR0u6nFGBZk5I,Creative Restaurante,"R. Dr. Abelardo Vergueiro César, 89 - Vila Alexandria, São Paulo - SP, 04635-080, Brazil",+55 11 2367-9915,,4.3,23.0,1.0,"establishment, food, point_of_interest, restaurant",-23.6367777,-46.6691476,Monday: 7:00 AM – 9:00 PM; Tuesday: 7:00 AM – 9:00 PM; Wednesday: 7:00 AM – 9:00 PM; Thursday: 7:00 AM – 9:00 PM; Friday: 7:00 AM – 9:00 PM; Saturday: 7:00 AM – 9:00 PM; Sunday: Closed,True,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJmzzPBN5RzpQRpc4qNf-TFEE,Buffet de Batata Suíça,"R. Joaquim Nabuco, 1851 - sala 3 - Brooklin, São Paulo - SP, 04621-005, Brazil",+55 11 98129-7538,,,,,"establishment, food, point_of_interest, restaurant",-23.6338736,-46.6712097,"Monday: 11:00 AM – 3:00 PM, 6:00 PM – 12:00 AM; Tuesday: 11:00 AM – 3:00 PM, 6:00 PM – 12:00 AM; Wednesday: 11:00 AM – 3:00 PM, 6:00 PM – 12:00 AM; Thursday: 11:00 AM – 3:00 PM, 6:00 PM – 12:00 AM; Friday: 11:00 AM – 3:00 PM, 6:00 PM – 12:00 AM; Saturday: 11:00 AM – 3:00 PM, 6:00 PM – 12:00 AM; Sunday: Closed",True,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJN-UleIBazpQRnQUrCpEkV9k,Bar & Restaurante Jardim Brasil,"R. Ática, 130 - Campo Belo, São Paulo - SP, 04634-040, Brazil",,,3.5,49.0,,"bar, establishment, food, point_of_interest, restaurant",-23.6363591,-46.6686424,,,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJ87EMex1bzpQR9glUVBDBwlw,Espetinho Tempero do Chefe,"Av. Santa Catarina, 440 - Vila Alexandria, São Paulo - SP, 04635-001, Brazil",+55 11 5017-1290,https://espetinhotemperodochefe.com/,4.4,20.0,,"establishment, food, point_of_interest, restaurant",-23.6402648,-46.6683478,Monday: 10:00 AM – 7:00 PM; Tuesday: 10:00 AM – 7:00 PM; Wednesday: 10:00 AM – 7:00 PM; Thursday: 10:00 AM – 7:00 PM; Friday: 9:00 AM – 7:00 PM; Saturday: 9:00 AM – 7:00 PM; Sunday: 9:00 AM – 2:00 PM,True,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJUWmjhHZbzpQRL2zr_Q0Uvz8,Le Coq Frango Assado São Paulo,"Rua Albuquerque Sousa Muniz, 176 - Vila Mascote, São Paulo - SP, 04635-010, Brazil",+55 11 91124-1967,https://www.lecoqfrangoassado.com.br/,4.3,263.0,,"establishment, food, meal_delivery, meal_takeaway, point_of_interest, restaurant",-23.6403952,-46.6683822,Monday: Closed; Tuesday: Closed; Wednesday: 10:00 AM – 3:00 PM; Thursday: 10:00 AM – 3:00 PM; Friday: 10:00 AM – 3:00 PM; Saturday: 10:00 AM – 5:00 PM; Sunday: 10:00 AM – 5:00 PM,True,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJBbRBdcFRzpQRWKUDZuLoaXs,Dona Maria Lanches,"Av. Jornalista Roberto Marinho, 3714 - CEP - 04576010 - Cidade Monções, São Paulo - SP, 04576-010, Brazil",+55 11 95978-6343,,,,,"establishment, food, meal_takeaway, point_of_interest, restaurant",-23.6325893,-46.6707332,Monday: 2:30 – 10:00 PM; Tuesday: 2:30 – 10:00 PM; Wednesday: 2:30 – 10:00 PM; Thursday: 2:30 – 10:00 PM; Friday: 2:30 – 10:00 PM; Saturday: 2:30 – 10:00 PM; Sunday: Closed,False,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJ6fP2-IFQzpQRslSuCCZ4cGE,Fast Food Restaurant,"Rua Professor Miguel Maurício da Rocha, 3678 - Brooklin, São Paulo - SP, 04622-032, Brazil",,,4.8,30.0,,"establishment, food, point_of_interest, restaurant",-23.6324239,-46.6709758,"Monday: 11:00 AM – 10:00 PM; Tuesday: 11:00 AM – 10:00 PM; Wednesday: 11:00 AM – 10:00 PM; Thursday: 11:00 AM – 10:00 PM; Friday: 11:00 AM – 10:00 PM; Saturday: 11:00 AM – 11:30 PM; Sunday: 1:00 – 3:30 PM, 6:00 – 11:00 PM",True,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJgSK8RKRczpQRZLUmecWlC84,Babus Ice Alimentos,"Av. Jornalista Roberto Marinho, 3534 - Brooklin, São Paulo - SP, 04576-000, Brazil",+55 11 97053-4218,,4.3,20.0,,"establishment, food, point_of_interest, restaurant",-23.631654,-46.6717953,Monday: 7:00 AM – 6:00 PM; Tuesday: 7:00 AM – 9:00 PM; Wednesday: 7:00 AM – 9:00 PM; Thursday: 7:00 AM – 9:00 PM; Friday: 7:00 AM – 9:00 PM; Saturday: 7:00 AM – 10:00 PM; Sunday: 1:00 – 6:00 PM,True,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJ14UD3MhRzpQRR31glzOLr4o,Cozinha dos 5,"R. Cassiano Ricardo, 217 - Jardim Cordeiro, São Paulo - SP, 04640-020, Brazil",+55 11 98280-6680,https://www.cozinhadoscinco.com.br/,5.0,1.0,,"establishment, food, point_of_interest, restaurant",-23.6383716,-46.6808479,Monday: 9:00 AM – 5:00 PM; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 9:00 AM – 5:00 PM; Friday: 9:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,True,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJAyis-GtbzpQRvgaiD_GrqZ4,BURGUER LANCHES,"R. Ipiranga, 195 - Jardim Aeroporto, São Paulo - SP, 04633-000, Brazil",+55 11 91349-2142,http://burguerlanches.com.br/,3.1,21.0,,"establishment, food, point_of_interest, restaurant",-23.6338909,-46.6676767,Monday: 6:00 – 11:45 PM; Tuesday: 6:00 – 11:45 PM; Wednesday: 6:00 – 11:45 PM; Thursday: 6:00 – 11:45 PM; Friday: 6:00 – 11:45 PM; Saturday: 6:00 – 11:45 PM; Sunday: Closed,False,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJ7xDVpTBRzpQRw0maoxf41IM,Lancheteria Campo Belo Marmitex(DELIVERY),"Av. Jornalista Roberto Marinho, 750 - Cidade Monções, São Paulo - SP, 04620-007, Brazil",+55 11 94910-9657,http://nstagram.com/lancheteria.campobelo/,5.0,26.0,,"establishment, food, point_of_interest, restaurant",-23.6314085,-46.67115339999999,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 8:00 AM – 5:00 PM; Saturday: 8:30 AM – 3:30 PM; Sunday: Closed,True,OPERATIONAL,Itaú CEIC (Jabaquara)
